#####,,Name,Type,Location,Region I,Season,Date,Time ,Time of Day,Duration,Recorder,Microphones,Configuration,Sample Rate,Bit Depth,Region,Region III,Region IV,Recording Notes
407,65,,,,,,,,,390:25:45,,,,,,,,,
00222,✄,WT_AUD_WLD_NA_00222_air,Air,"Big Cypress NP, FL ",Tropical Wet Forests,Winter,1/3/18,10:00,Morning,0:40:15,688T,8040s + 8050s + 4061s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00223,,WT_AUD_WLD_NA_00223_air,Air,"Big Cypress NP, FL",Tropical Wet Forests,Winter,1/4/18,16:24,Sunset,0:51:59,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00224,,WT_AUD_WLD_NA_00224_air,Air,"Big Cypress NP, FL",Tropical Wet Forests,Winter,1/4/18,16:29,Sunset,0:07:47,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00225,✄,WT_AUD_WLD_NA_00225_air,Air,"Big Cypress NP, FL",Tropical Wet Forests,Winter,1/4/18,17:42,Sunset,0:37:00,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00226,✄,WT_AUD_WLD_NA_00226_air,Air,"Big Cypress NP, FL",Tropical Wet Forests,Winter,1/4/18,18:42,Sunset,0:18:08,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00227,,WT_AUD_WLD_NA_00227_air,Air,"Big Cypress NP, FL",Tropical Wet Forests,Winter,1/5/18,16:26,Sunset,1:43:59,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00228,,WT_AUD_WLD_NA_00228_air,Air,"Big Cypress NP, FL",Tropical Wet Forests,Winter,1/5/18,17:55,Sunset,0:20:55,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00229,✄,WT_AUD_WLD_NA_00229_air,Air,"Big Cypress NP, FL",Tropical Wet Forests,Winter,1/5/18,18:31,Sunset,0:16:11,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00230,,WT_AUD_WLD_NA_00230_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,5:37,Sunrise,0:41:21,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00231,,WT_AUD_WLD_NA_00231_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,6:18,Sunrise,0:24:39,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00232,,WT_AUD_WLD_NA_00232_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,6:52,Sunrise,0:41:21,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00233,✄,WT_AUD_WLD_NA_00233_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,7:13,Morning,0:47:29,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00234,,WT_AUD_WLD_NA_00234_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,7:33,Morning,0:41:21,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00235,,WT_AUD_WLD_NA_00235_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,8:15,Morning,0:11:18,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00236,,WT_AUD_WLD_NA_00236_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,8:20,Morning,1:18:18,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00237,,WT_AUD_WLD_NA_00237_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,10:25,Morning,0:27:06,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00238,,WT_AUD_WLD_NA_00238_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,11:51,Morning,1:09:20,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00239,,WT_AUD_WLD_NA_00239_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,12:41,Afternoon,0:15:30,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00240,,WT_AUD_WLD_NA_00240_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,13:49,Afternoon,0:41:21,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00241,,WT_AUD_WLD_NA_00241_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,14:30,Afternoon,0:33:57,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00242,,WT_AUD_WLD_NA_00242_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/16/18,18:16,Sunset,1:27:07,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,Mixed Mics
00243,,WT_AUD_WLD_NA_00243_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/17/18,15:05,Afternoon,2:04:03,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00244,,WT_AUD_WLD_NA_00244_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/17/18,8:00,Morning,1:43:14,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00245,,WT_AUD_WLD_NA_00245_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/17/18,11:57,Morning,0:41:21,Pre6,8040s + 8050s + 4061s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00246,,WT_AUD_WLD_NA_00246_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/17/18,13:10,Afternoon,0:12:49,Pre6,8040s + 8050s + 4061s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00247,✄,WT_AUD_WLD_NA_00247_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/17/18,17:00,Sunset,0:34:40,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00248,,WT_AUD_WLD_NA_00248_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/17/18,18:10,Sunset,0:13:18,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Southeastern,Region 4,,
00249,,WT_AUD_WLD_NA_00249_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/18/18,3:43,Sunset,0:09:14,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00250,,WT_AUD_WLD_NA_00250_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/18/18,15:54,Afternoon,0:11:17,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00251,,WT_AUD_WLD_NA_00251_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/18/18,16:15,Sunset,0:20:32,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00252,,WT_AUD_WLD_NA_00252_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/18/18,16:43,Sunset,0:28:37,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00253,,WT_AUD_WLD_NA_00253_air,Air,"Kissimmee Prarie Preserve , FL ",Eastern Temperate Forests,Winter,1/18/18,15:26,Afternoon,0:38:07,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00254,✄,WT_AUD_WLD_NA_00254_air,Air,"Ocala NF, FL",Eastern Temperate Forests,Winter,1/22/18,7:17,Morning,1:16:17,688T,8040s + 8050s + 4061s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,Mics Are Switched
00255,,WT_AUD_WLD_NA_00255_hyb,Hybrid,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/29/18,19:04,Sunset,0:21:18,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00256,,WT_AUD_WLD_NA_00256_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,23:31,Night,0:19:21,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00257,,WT_AUD_WLD_NA_00257_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,23:55,Night,0:14:12,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00258,,WT_AUD_WLD_NA_00258_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,0:13,Night,0:11:13,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00259,,WT_AUD_WLD_NA_00259_hyb,Hybrid,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,0:43,Night,0:20:54,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00260,,WT_AUD_WLD_NA_00260_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,1:15,Night,0:17:22,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00261,,WT_AUD_WLD_NA_00261_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,1:39,Night,0:13:28,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00262,,WT_AUD_WLD_NA_00262_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,2:10,Night,0:15:17,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00263,✄,WT_AUD_WLD_NA_00263_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,1/31/18,2:28,Night,0:15:28,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,Ch 4+5 Delete (doubling)
00264,,WT_AUD_WLD_NA_00264_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,2/1/18,2:49,Night,0:27:33,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00265,,WT_AUD_WLD_NA_00265_wat,Water,"Fort Desoto, FL",Eastern Temperate Forests,Winter,2/1/18,3:22,Night,0:14:37,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00266,,WT_AUD_WLD_NA_00266_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,20:47,Night,0:18:21,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00267,,WT_AUD_WLD_NA_00267_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,21:06,Night,0:06:39,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00268,,WT_AUD_WLD_NA_00268_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,21:23,Night,1:19:16,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00269,,WT_AUD_WLD_NA_00269_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,21:23,Night,0:08:47,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00270,,WT_AUD_WLD_NA_00270_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,21:44,Night,0:16:07,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00271,,WT_AUD_WLD_NA_00271_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,22:15,Night,0:14:47,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00272,,WT_AUD_WLD_NA_00272_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,22:37,Night,0:10:32,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00273,,WT_AUD_WLD_NA_00273_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,22:49,Night,0:24:51,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00274,,WT_AUD_WLD_NA_00274_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,23:17,Night,0:25:58,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00275,,WT_AUD_WLD_NA_00275_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/5/18,0:42,Night,0:19:24,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00276,,WT_AUD_WLD_NA_00276_wat,Water,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/6/18,10:45,Morning,0:10:46,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00277,,WT_AUD_WLD_NA_00277_wat,Water,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/6/18,11:00,Morning,0:20:03,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00278,,WT_AUD_WLD_NA_00278_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/6/18,11:32,Morning,0:49:33,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00279,,WT_AUD_WLD_NA_00279_wat,Water,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/6/18,11:45,Morning,0:12:13,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southeastern,Region 4,,
00280,,WT_AUD_WLD_NA_00280_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/6/18,12:25,Afternoon,0:30:22,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00281,,WT_AUD_WLD_NA_00281_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/6/18,12:33,Afternoon,0:48:17,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00282,,WT_AUD_WLD_NA_00282_hyb,Hybrid,"St. Joseph Peninsula, FL ",Eastern Temperate Forests,Winter,2/6/18,13:30,Afternoon,0:48:13,Pre6,8040s,QUAD,96 Khz,24 Bit,Southeastern,Region 4,,
00283,✄,WT_AUD_WLD_NA_00283_air,Air,"Cibola NF, NM ",Temperate Sierras,Winter,2/9/18,11:16,Morning,0:50:41,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00284,,WT_AUD_WLD_NA_00284_air,Air,"Cibola NF, NM",Temperate Sierras,Winter,2/9/18,12:19,Afternoon,0:43:18,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00285,,WT_AUD_WLD_NA_00285_air,Air,"Cibola NF, NM",Temperate Sierras,Winter,2/9/18,17:35,Sunset,1:08:11,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00286,,WT_AUD_WLD_NA_00286_air,Air,"Cibola NF, NM",Temperate Sierras,Winter,2/9/18,18:40,Sunset,1:00:20,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00287,✄,WT_AUD_WLD_NA_00287_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/10/18,9:18,Morning,2:05:13,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00288,,WT_AUD_WLD_NA_00288_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/10/18,10:22,Morning,2:03:07,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00289,✄,WT_AUD_WLD_NA_00289_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/11/18,22:36,Night,0:16:31,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00290,✄,WT_AUD_WLD_NA_00290_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/12/18,11:04,Morning,1:18:38,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00291,,WT_AUD_WLD_NA_00291_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/12/18,14:53,Afternoon,1:05:06,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00292,,WT_AUD_WLD_NA_00292_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/12/18,17:29,Sunset,0:48:22,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00293,,WT_AUD_WLD_NA_00293_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/12/18,17:31,Sunset,0:44:38,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00294,,WT_AUD_WLD_NA_00294_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/12/18,19:57,Sunset,1:06:09,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00295,,WT_AUD_WLD_NA_00295_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/12/18,19:58,Sunset,1:05:59,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00296,,WT_AUD_WLD_NA_00296_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/13/18,11:44,Morning,0:41:21,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00297,,WT_AUD_WLD_NA_00297_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/13/18,11:52,Morning,0:48:07,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00298,,WT_AUD_WLD_NA_00298_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/13/18,20:36,Night,0:40:04,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00299,,WT_AUD_WLD_NA_00299_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/13/18,20:47,Night,0:21:06,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00300,,WT_AUD_WLD_NA_00300_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,10:37,Morning,2:10:07,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00301,✄,WT_AUD_WLD_NA_00301_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,10:42,Morning,2:00:10,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00302,,WT_AUD_WLD_NA_00302_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,12:50,Afternoon,0:51:56,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00303,,WT_AUD_WLD_NA_00303_wat,Water,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,13:16,Afternoon,0:10:43,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00304,,WT_AUD_WLD_NA_00304_wat,Water,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,13:34,Afternoon,0:22:52,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00305,,WT_AUD_WLD_NA_00305_hyb,Hybrid,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,13:52,Afternoon,0:28:37,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00306,,WT_AUD_WLD_NA_00306_wat,Water,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,14:07,Afternoon,0:16:22,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00307,,WT_AUD_WLD_NA_00307_hyb,Hybrid,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,14:27,Afternoon,0:17:52,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00308,,WT_AUD_WLD_NA_00308_wat,Water,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,14:39,Afternoon,0:18:43,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00309,,WT_AUD_WLD_NA_00309_hyb,Hybrid,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,14:48,Afternoon,0:25:25,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00310,,WT_AUD_WLD_NA_00310_hyb,Hybrid,"Gila NF, NM ",Temperate Sierras,Winter,2/14/18,15:22,Afternoon,0:20:51,Pre6,8040s,QUAD,96 Khz,24 Bit,Southwestern,Region 6,,
00311,,WT_AUD_WLD_NA_00311_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/15/18,23:03,Night,0:36:23,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00312,✄,WT_AUD_WLD_NA_00312_air,Air,"Gila NF, NM ",Temperate Sierras,Winter,2/16/18,11:33,Morning,0:58:57,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00313,,WT_AUD_WLD_NA_00313_hyb,Hybrid,"Gila NF, NM ",Temperate Sierras,Winter,2/16/18,12:56,Afternoon,0:03:24,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 6,,
00314,✄,WT_AUD_WLD_NA_00314_air,Air,"Tonto NF, AZ",Temperate Sierras,Winter,2/17/18,11:20,Morning,0:51:30,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00315,,WT_AUD_WLD_NA_00315_air,Air,"Tonto NF, AZ",Temperate Sierras,Winter,2/17/18,12:58,Afternoon,1:32:22,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00316,✄,WT_AUD_WLD_NA_00316_air,Air,"Tonto NF, AZ",Temperate Sierras,Winter,2/18/18,20:49,Night,0:14:34,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00317,,WT_AUD_WLD_NA_00317_air,Air,"Tonto NF, AZ",Temperate Sierras,Winter,2/18/18,21:24,Night,0:11:20,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00318,,WT_AUD_WLD_NA_00318_air,Air,"Sunset Crater Volcano NM, AZ",Temperate Sierras,Winter,2/19/18,11:03,Morning,0:02:11,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00319,,WT_AUD_WLD_NA_00319_air,Air,"Sunset Crater Volcano NM, AZ",Temperate Sierras,Winter,2/19/18,11:05,Morning,0:06:48,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00320,,WT_AUD_WLD_NA_00320_air,Air,"Sunset Crater Volcano NM, AZ",Temperate Sierras,Winter,2/19/18,11:13,Morning,0:03:29,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00321,,WT_AUD_WLD_NA_00321_air,Air,"Sunset Crater Volcano NM, AZ",Temperate Sierras,Winter,2/20/18,12:25,Afternoon,3:52:09,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 9,,
00322,,WT_AUD_WLD_NA_00322_air,Air,"Grand Staircase-Escalante NM, UT",Temperate Sierras,Winter,2/21/18,12:56,Afternoon,2:33:59,688T,8040s + 8050s,NOS+AB,96 Khz,24 Bit,Southwestern,Region 8,,
00323,✄,WT_AUD_WLD_NA_00323_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,3/6/20,,,3:32:41,Pre6,8040s,QUAD,96 Khz,24 Bit,Northwestern,Region 10,,
00324,,WT_AUD_WLD_NA_00324_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,3/6/20,8:45,Morning,2:01:24,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
00325,,WT_AUD_WLD_NA_00325_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,3/6/20,13:11,Afternoon,2:38:21,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
00326,,WT_AUD_WLD_NA_00326_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,3/6/20,,,2:29:28,Pre6,8040s,QUAD,96 Khz,24 Bit,Northwestern,Region 10,,
00327,,WT_AUD_WLD_NA_00327_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,3/6/20,18:22,Sunset,0:08:49,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
00328,,WT_AUD_WLD_NA_00328_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,3/6/20,20:53,Sunset,7:12:49,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
00329,,WT_AUD_WLD_NA_00329_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,4/6/20,7:10,Morning,2:47:00,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
00330,,WT_AUD_WLD_NA_00330_air,Air,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,,,,2:27:50,Pre6,8040s,QUAD,96 Khz,24 Bit,Northwestern,Region 10,,
00331,,WT_AUD_WLD_NA_00331_wat,Water,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,,,,0:38:07,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
00332,,WT_AUD_WLD_NA_00332_hyb,Hybrid,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,,,,0:30:34,Pre6,8040s,QUAD,96 Khz,24 Bit,Northwestern,Region 10,,
00333,,WT_AUD_WLD_NA_00333_wat,Water,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,,,,0:44:25,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
00334,,WT_AUD_WLD_NA_00334_hyb,Hybrid,"Fremont-Winema NF, OR",Northwestern Forested Mountains,Summer,,,,0:43:43,Pre6,8040s,QUAD,96 Khz,24 Bit,Northwestern,Region 10,,
00335,,WT_AUD_WLD_NA_00335_air,Air,"Desert Lake, OR",North American Deserts,Summer,,,Afternoon,0:17:05,688T,8040s + 8050s + 4061s,NOS+2xAB,96 Khz,24 Bit,Northwestern,Region 10,,
